# i  x  y  z   fx  fy  fz   energy
623 3.0566 -10.8786 -2.1016 0.0171272 0.0150983 -0.00244709 -0.0221858
624 1.05855 9.82491 15.29 0.00296307 0.020549 0.0184584 -0.0139054
625 -14.4382 -0.62909 9.15299 -0.0234681 -0.00161055 -0.00870382 -0.0127782
626 -15.703 -14.9107 8.87448 -0.0170512 -0.00146857 -0.00200843 -0.00798124
627 -10.4457 12.4694 0.42479 0.00896884 0.00432215 -0.00328229 -0.0157872
628 3.64065 10.1985 -9.76793 -0.013472 0.00619603 0.00060051 -0.0214084
629 12.8035 -11.3652 13.6284 0.0160133 -0.00101294 0.0178548 -0.0154462
630 9.57418 2.21958 -11.9329 0.0339822 0.00672714 0.0172713 -0.0346134
631 -3.80144 12.1871 -14.1876 -0.000230841 0.00338814 -0.00916932 -0.00633559
632 -11.3657 -10.0624 3.25517 0.00793088 0.0297622 -0.019687 -0.0286396
633 8.50197 14.1312 -2.27532 0.0206948 0.0308497 -0.0045724 -0.0135793
634 -10.7634 2.24802 -6.80735 0.0256072 -0.0106474 0.00586039 -0.0285155
635 -1.25116 4.15999 1.43456 -0.0122182 -0.0174208 -0.0033078 -0.0263987
636 -7.24545 9.91131 -6.90014 -0.00630125 0.0323841 -0.000904498 -0.0191112
637 -6.56197 1.881 9.56757 -0.00444074 -0.00137509 -0.00172982 -0.0237379
638 -12.7441 10.217 -13.0925 0.0069124 -0.0174846 0.0233344 -0.0196771
639 6.31952 6.9615 15.0885 0.000659933 -0.0128338 0.0160239 -0.0093844
640 2.44506 13.6537 -1.08484 -0.0207209 0.0300184 -0.00124645 -0.0215482
641 8.55517 -8.09923 -15.3934 -0.00212377 0.000192107 -0.00936755 -0.00538072
642 11.6535 -15.9838 14.642 -0.00291095 -0.00842747 0.00550213 -0.00435217
643 -10.4993 11.2299 -4.61494 -0.000622738 0.00137355 0.0343942 -0.0223379
644 -7.22295 -6.34954 10.7602 0.0309951 -0.0120306 0.0140068 -0.022696
645 -4.51009 -3.24501 5.51086 -0.005503 -0.0133671 0.0233512 -0.0180794
646 8.55507 4.31657 14.5656 -0.00283771 0.0130609 0.00605302 -0.0120651
647 4.06399 -7.21287 13.1003 0.0203815 -0.0165815 -0.00352857 -0.0179523
648 -9.11553 -3.84264 0.74721 0.0170601 0.00195055 0.000729626 -0.0213017
649 0.01468 8.78351 9.1796 0.00669246 0.00487593 0.0183022 -0.0233256
650 1.99258 -9.73045 -14.5093 0.0298438 0.0018694 -0.0173059 -0.0186442
651 -2.6938 -6.68134 -0.56341 0.00159759 -0.00199397 0.0100396 -0.0195115
652 -8.92834 2.62033 -0.96687 0.0118829 -0.00366343 0.0120303 -0.0235841
653 -13.8444 5.20446 0.66268 -0.0276518 0.0192719 -0.0147481 -0.0212609
654 -0.81501 -1.71759 14.3303 -0.00370193 0.0138615 0.0263974 -0.0186787
655 -11.8226 -4.25897 11.2369 -0.0268203 -0.00392425 0.0412744 -0.024548
656 14.4807 -4.3536 7.49963 0.036774 -0.00564432 -0.0218139 -0.0148023
657 4.26227 -9.57994 -7.01326 -0.0194279 -0.0144939 -0.00913444 -0.0226
658 -0.35227 12.0607 -4.62168 -0.00401344 0.00425802 0.0244744 -0.0216307
659 -12.3923 9.95297 -9.52031 -0.00393268 -0.00558574 -0.00366138 -0.0110109
660 -11.4932 -4.42167 16.0755 -0.00102971 -0.0210331 0.0266599 -0.0123895
661 -8.95015 11.3476 -14.1518 0.00990586 -0.0145923 -0.02385 -0.0121974
662 -11.8724 -14.7634 -4.79232 0.0213253 -0.0288113 0.0185819 -0.0207314
663 -1.30596 13.0218 -11.7117 -0.0104682 0.000168162 -0.0155538 -0.0106724
664 8.35215 -11.444 11.0898 -0.000648936 -0.0207579 -0.0120833 -0.0232713
665 2.46603 -3.43839 -9.62407 -0.0171974 0.0027352 0.00670548 -0.0248107
666 -11.6299 -0.47296 -6.79457 0.0165738 -0.00387551 -0.003028 -0.0300698
667 -11.0881 12.9473 -10.0824 -0.0144064 0.00994499 -0.00314053 -0.0184246
668 -14.0496 -3.68488 0.30892 -0.0242134 -0.000375186 0.00534423 -0.017203
669 -3.47781 -0.03485 1.8638 -0.0128503 0.014088 -0.00264516 -0.0281481
670 -10.5658 -10.9074 -10.029 0.0077206 -0.00247689 -0.0287151 -0.0289424
671 -10.6786 -13.4681 8.02695 0.0158121 -0.000524498 0.0126321 -0.0152604
672 8.67342 -1.23846 -3.47735 0.011651 0.0311399 -0.00394038 -0.0235659
673 1.66409 -0.45768 4.47303 0.0057268 -0.00692264 -0.00604145 -0.0199345
674 -4.91852 5.19387 6.14173 0.00231596 0.0256232 0.000286029 -0.0279171
675 -14.9503 8.10876 -13.1779 -0.0254142 -0.00556158 -0.00714655 -0.0176245
676 9.5205 9.08538 6.58814 -0.00734446 0.0126296 -0.0105345 -0.0249525
677 -11.9639 -2.68153 4.38454 -0.0011271 -0.00775463 -0.0259885 -0.0182372
678 -7.03262 -9.67427 -11.5003 0.00303597 -0.0123625 0.00321074 -0.0205527
679 -2.67363 5.68282 9.24739 -0.00610082 -0.00362702 0.00184866 -0.0322761
680 -10.2187 4.71219 -7.44473 -0.00518261 0.0108559 -0.0274729 -0.0211193
681 -0.81582 0.95533 3.28852 0.00843969 -0.0187939 -0.00383635 -0.0242041
682 -5.23433 -8.69068 0.31066 0.00623503 -0.0019203 -0.0262182 -0.0245463
683 14.8767 -5.06353 -12.6377 0.0260833 0.00214377 -0.0172207 -0.00933676
684 -5.01494 -7.67815 15.2985 -0.00773667 -0.0105787 0.0278543 -0.0123978
685 5.47081 12.053 -10.9871 0.0212608 -0.00171602 0.00174524 -0.0207826
686 -3.24688 -5.30423 -5.20894 0.00397047 -0.0103544 -0.0177332 -0.0250962
687 4.16953 -3.05357 -11.9738 0.0191494 0.0329625 -0.00901877 -0.02332
688 -1.24041 -13.673 10.4431 0.00793142 -0.0159709 -0.0166272 -0.0196862
689 14.4656 -1.58909 -8.47365 0.0112969 -0.000603503 0.0194323 -0.00937291
690 -3.54928 -2.44508 -6.41245 0.0233573 0.00180123 0.00897787 -0.0229487
691 -0.58175 -1.9665 5.64835 -0.0175735 0.00540055 0.0164578 -0.0163497
692 7.65746 2.65841 -13.3424 -0.00676141 -0.0274695 -0.038977 -0.0324469
693 -13.8429 0.15713 15.0836 -0.0134779 0.00165 0.0194819 -0.011119
694 -8.59964 0.08524 -14.161 -0.00866728 0.00572344 -0.026627 -0.0185171
695 8.82649 11.9378 -4.51004 0.0194031 0.0188522 -0.0051081 -0.0252862
696 5.85235 -8.48019 -8.9827 0.019714 0.00181766 -0.00270723 -0.020291
697 -1.12514 -1.3257 10.4803 0.0036678 0.00418172 -0.00179756 -0.0172275
698 -15.0121 10.6533 9.32958 -0.0305127 0.00332903 -0.00170982 -0.016333
699 -3.63012 7.45333 -8.36256 -0.00585456 0.00277754 0.00349136 -0.021702
700 9.9724 -6.59836 -9.54459 0.000352831 0.0184179 -0.00830131 -0.0225956
701 -0.29978 -7.83654 5.59972 -6.58637e-05 -0.00894671 -0.00701135 -0.0186066
702 3.21143 2.82454 -12.0527 0.00440683 -0.00459125 -0.00659357 -0.0194084
703 -14.9803 -5.56778 5.04408 -0.0177356 0.0131413 0.0114645 -0.0168552
704 10.3564 -11.95 7.50491 0.0143016 -0.00349001 0.0240124 -0.0164074
705 -3.68455 4.93241 -7.43416 -0.0162383 0.016247 0.0326926 -0.0267073
706 -0.95993 8.73357 -4.93279 -0.0292852 -0.00377059 0.0160666 -0.0258172
707 -5.65493 2.71756 5.50063 0.00886175 -0.0177659 0.0240868 -0.0306054
708 14.5335 -1.75285 0.45135 0.0143601 -0.00196908 0.00769051 -0.0154794
709 1.90253 11.2781 5.67254 -0.015566 -0.0243357 0.0148807 -0.0264328
710 10.2202 5.37546 3.59683 0.0179656 0.00689665 -0.0225678 -0.0261796
711 -3.89034 -13.8942 0.49314 0.00760385 -0.0263598 0.0211365 -0.0202161
712 -1.49428 10.9217 -6.78566 -0.0385439 0.00521129 -0.0133174 -0.024015
713 -8.67854 0.07575 4.5157 -0.0149249 0.00069017 0.0204399 -0.0218491
714 -11.8976 -12.4954 -13.7368 -0.0202407 -0.00695534 -0.00428703 -0.0199033
715 3.44608 5.7186 8.38673 -0.00584334 0.00819767 0.0210942 -0.0238712
716 -4.1962 2.92542 9.49146 0.00345183 0.0130892 -0.00156559 -0.0254441
717 -8.32628 -1.94286 -9.14381 0.0146635 0.00515167 0.0093711 -0.0266334
718 -14.1927 -10.8886 -12.5599 -0.020488 -0.0246247 -0.0103028 -0.0144937
719 10.6212 -3.34881 0.71514 0.0160416 -0.0286491 -0.0085215 -0.025312
720 -2.00156 -0.51498 -13.3185 -0.00947128 -0.00443977 -0.00966289 -0.0164338
721 6.58278 -10.0119 0.44686 -0.011527 0.016131 -0.00721427 -0.0340122
722 -1.7 14.6899 -8.45144 -0.0132113 0.0216046 0.00968074 -0.0106906
723 -4.12118 11.8415 10.3255 0.00471591 0.00601872 0.00139595 -0.0140148
724 -14.4647 -5.82757 -4.0462 -0.0184903 -0.00492055 0.00100188 -0.0114295
725 8.79112 -11.717 5.44628 -0.00931253 0.00428622 -0.0151364 -0.0190598
726 11.9383 14.256 -9.82359 -0.00275503 0.0171815 -0.00529348 -0.00958044
727 10.1475 -10.7264 13.2388 0.00706664 0.004764 -0.00258263 -0.0309011
728 3.07118 7.93256 6.72812 -0.0104037 -0.0036814 -0.0203125 -0.0227414
729 -0.90593 -5.29789 11.9053 -0.0161823 -0.0192794 0.000194074 -0.0238115
730 -12.0287 0.68181 -3.92387 -0.01729 0.00128906 -0.0138853 -0.0337346
731 0.2654 13.2006 -9.48722 0.00814442 -0.00205461 -0.00614825 -0.0214295
732 -3.00426 -15.3044 12.074 -0.0238869 -0.0333693 -0.0184833 -0.0175553
733 -7.47642 -4.27247 5.68809 -0.000303106 -0.00168732 0.00355453 -0.0134632
734 -14.1412 7.84491 -2.23082 0.00217397 -0.00688747 0.00305323 -0.0172693
735 7.24072 -2.28059 -10.7163 -0.00887158 -0.00824833 0.0157649 -0.0184286
736 5.36147 -11.0356 -4.24246 -0.0104597 -0.0091192 0.00201366 -0.0199339
737 -4.0789 0.44361 5.55067 0.0100021 -0.014155 -0.000575489 -0.0192377
738 2.51296 -7.47258 -5.46398 0.00692417 0.0134018 -0.0107204 -0.0225534
739 -13.3378 -8.5149 -12.0038 0.00898953 -0.00967563 -0.0103702 -0.0327603
740 8.24913 -7.42511 -2.92624 0.0156538 0.00569479 0.0198132 -0.0191685
741 -8.51251 0.41466 10.8585 0.017352 -0.0272953 0.0258908 -0.0297058
742 14.6966 -7.68405 15.3589 0.0087761 -0.0178101 0.0251109 -0.0115141
743 -2.95542 2.52477 3.23905 -0.00899816 0.00453947 0.0186891 -0.0258144
744 -13.3535 2.55431 5.04571 -0.00399133 0.0260183 0.0232074 -0.0344892
745 -4.71481 15.1784 3.79592 0.0241908 0.0453784 -0.0143529 -0.0160697
746 7.09586 7.60343 -7.86082 -0.00910029 -0.00194807 0.0246417 -0.0283794
747 -9.73011 4.61715 2.65968 -0.0141725 -0.00442769 0.0050517 -0.0268485
748 -6.66705 5.6354 10.3768 0.00539358 -0.00880732 0.00235219 -0.0180595
749 -3.54225 -6.46829 13.4308 0.00370217 0.0119905 -0.000533974 -0.022813
750 -11.9855 -5.04176 -7.22917 0.0126878 -0.00752872 -0.0223322 -0.0222783
751 3.9801 -8.76191 -10.9883 0.0107371 0.000512702 -0.010605 -0.0224756
752 -7.02535 4.49646 -7.95924 -0.00790142 0.00233751 0.00587741 -0.0174755
753 -0.3032 -4.63435 -4.66635 -0.015512 -0.0245329 0.0108144 -0.0264252
754 6.96761 -3.65954 -5.832 -0.00317382 0.00548284 -0.0121193 -0.0281033
755 2.69605 -5.03449 -12.2834 -0.0129113 -0.00252753 -0.00153191 -0.0295241
756 -7.3567 14.3008 -13.3646 0.000332517 0.00880519 -0.0126706 -0.0104757
757 7.43619 -5.7129 14.5168 0.0182227 -0.0184319 0.020179 -0.0142025
758 -7.5765 6.33732 5.88836 -0.000755195 0.0211795 -0.0134392 -0.024008
759 -10.0709 -9.21216 -8.1062 0.0133126 0.0169969 0.0413051 -0.0287414
760 5.29238 -3.5268 -0.11491 0.00406316 0.0166332 0.0091581 -0.026026
761 13.14 14.3487 -0.82655 -0.00569874 0.0115981 -0.0135868 -0.0110762
762 6.73081 14.9555 9.56525 -0.00480596 0.0195767 0.0143405 -0.0115032
763 -14.4254 -7.13517 -10.2449 -0.0246921 -0.0111001 0.0127484 -0.0279675
764 -4.79171 -14.7833 6.31711 0.00115647 -0.0252443 -0.0184664 -0.0198406
765 0.28704 6.57264 -8.78144 -0.0113206 -0.0294423 -0.020056 -0.0226684
766 -11.0764 0.91653 -12.6332 -0.00722303 0.00724132 -0.00678321 -0.0149055
767 12.6936 5.18055 -0.09914 -0.0122922 -0.00549007 -0.00737721 -0.0135945
768 2.50179 5.181 -7.66132 0.00199384 -0.0100589 0.00453345 -0.017843
769 -13.6229 -3.1298 14.1809 -0.0378591 -0.0181252 -0.0143678 -0.0147081
770 15.0126 -7.36763 -5.8744 0.0281237 0.00404052 0.02267 -0.0137717
771 -8.10925 0.3905 -5.03487 -0.0136907 0.00684104 0.00378393 -0.0179562
772 -5.3196 -16.3776 8.67442 -0.00238717 -0.0182931 0.00864492 -0.0082107
773 0.97378 -12.1783 -10.85 0.00913884 0.00351636 0.00663354 -0.0211509
774 -11.8989 -13.8314 13.3113 0.0174057 0.00795196 0.0183163 -0.0227133
775 -3.00833 6.76455 0.47894 0.0214163 0.00597794 -0.00923324 -0.0212522
776 7.80154 6.89038 3.00207 0.0157078 0.016819 -0.00035899 -0.0214905
777 -3.91278 2.13529 -0.77991 0.0110814 0.00265292 0.0187272 -0.0197724
778 5.69962 1.07395 -7.40405 0.000165367 0.00296905 -0.000988195 -0.0206899
779 0.02706 -14.7089 4.36971 -0.0299818 -0.0118087 -0.00486323 -0.0139608
780 -11.9782 -0.67078 10.4447 0.000454343 -0.0149836 -0.00722519 -0.0230573
781 7.03269 12.2809 -1.09789 -0.0112128 0.00220022 0.0149155 -0.0292786
782 10.3285 -9.50923 -12.9082 -0.015405 -0.0119755 -0.0199943 -0.0292292
783 -7.71811 5.6038 15.9618 0.00933996 -0.0100549 0.0102433 -0.00822131
784 -12.0279 -7.0007 -14.6881 0.0288189 0.00675328 -0.021245 -0.0167894
785 7.15033 14.2025 6.96642 -0.00854042 0.0469452 -0.0217132 -0.0221488
786 9.87255 -4.49516 4.02481 -0.0182254 -0.0109905 -0.0159433 -0.0217094
787 -12.4733 2.14508 9.57618 -0.0170982 -0.00381042 -0.0143048 -0.0213822
788 -9.01159 -10.5825 6.8237 0.00984787 -0.0109365 0.0116836 -0.0290607
789 3.28931 10.6552 -6.30648 -0.00759447 -0.00227977 -0.0223897 -0.0298683
790 13.5212 -1.81325 -10.9857 -0.00628964 -0.00780853 -0.00762845 -0.0146357
791 13.8576 -9.97426 11.2923 0.0165427 -0.00465609 -0.00692218 -0.0174622
792 -6.48639 9.37443 4.15516 0.0101677 -0.01095 0.00620677 -0.0246793
793 6.24743 -4.28789 -13.8928 -0.0134363 0.0217214 -0.0311044 -0.0190351
794 13.741 1.7595 -6.30467 0.0162238 -0.018491 0.0192036 -0.0156914
795 -2.88082 -3.20149 -11.0817 0.0028654 0.0469907 0.000214116 -0.0295165
796 -1.26481 -10.524 8.07338 -0.0108004 -0.00774478 -0.0108366 -0.0243005
797 1.72666 2.1262 0.82638 -0.00597214 -0.0120767 -0.000681203 -0.0210163
798 0.93807 -10.6116 10.2895 -0.0159941 -0.0325545 0.0095815 -0.0285776
799 -5.50106 -3.29702 -7.96623 -0.00852971 -0.0272628 -0.0223633 -0.0246939
800 -12.293 -1.78775 -12.9848 0.0132898 -0.00258342 -0.0139837 -0.0197681
801 -6.72286 -4.64624 14.1713 0.0167114 -0.00161413 0.0128267 -0.0131353
802 14.5657 1.04735 -11.5946 0.0186955 -0.00118337 -0.00910822 -0.0104513
803 -2.07777 -14.4396 7.37587 0.0160451 -0.0178005 0.00256585 -0.0146354
804 9.90593 6.06808 -14.7121 0.00878966 7.13357e-05 -0.0356487 -0.0120166
805 -9.81848 -13.8865 -9.35382 0.0153614 -0.00845324 -0.00662892 -0.024004
806 2.99428 -15.2446 14.5446 0.00628477 -0.022555 -0.000729046 -0.00686445
807 -3.36955 9.11618 4.38551 0.00526351 0.0066901 0.000570225 -0.0196692
808 1.01224 11.8694 -7.04829 0.0101397 0.0134707 -0.00972843 -0.026053
809 0.34476 -2.20215 -1.39805 -0.00879564 0.0068399 -0.00472839 -0.0187616
810 -4.34729 -14.2515 -2.14001 -0.0113151 -0.0237488 -0.0166647 -0.0167985
811 14.6136 12.6762 8.36939 0.00685199 0.003485 -0.000717855 -0.00460193
812 -1.46557 -10.233 -4.1168 0.00739128 -0.0108245 -0.00846997 -0.0251522
813 -13.5232 6.02609 -5.55228 0.00251264 0.013202 -0.0324969 -0.0186053
814 8.97946 -10.5915 0.24785 0.0314854 0.00726328 -0.0218351 -0.0248059
815 -8.74159 -2.55845 3.41958 -0.0114483 -0.00953946 0.00995679 -0.0207728
816 -5.34184 1.72646 12.7417 -0.000215511 -0.0224815 -0.00957234 -0.0201612
817 -14.6775 -6.03503 -7.75152 -0.0171621 -0.00659934 0.0207513 -0.0174268
818 -4.08262 10.7518 0.50237 -0.00788229 -0.01371 0.00267678 -0.0215214
819 0.25395 2.46574 -11.7589 0.0150754 0.00339124 0.000235832 -0.027184
820 -6.85437 -10.449 4.86198 0.016397 -0.00187589 0.00195647 -0.0247867
821 -10.1256 15.3152 -1.25918 0.00353431 0.0174245 0.00455706 -0.0100521
822 12.744 10.0725 15.2078 -0.0309914 0.0343739 0.0224025 -0.0207531
823 14.126 -7.54595 12.7451 0.00768792 -0.0239828 0.00327409 -0.0263277
824 0.3759 -15.6189 -11.844 -0.000208666 -0.0243525 0.00772448 -0.0160695
825 -8.41219 -4.74156 -2.76946 -0.0115448 -0.00902385 0.0124646 -0.0164458
826 13.3249 3.70869 6.3762 0.0291408 -0.014343 -0.00409333 -0.0189015
827 1.91516 7.37558 14.6013 0.00796736 -0.00423481 0.0117436 -0.0174855
828 -1.52852 9.09372 -9.23275 -0.00196701 0.0170476 -0.0249954 -0.020101
829 13.8096 -2.12009 -4.93486 0.00517183 0.00622375 -0.00835021 -0.00968631
830 -2.62172 3.96889 -3.28344 -0.000585999 0.00261399 0.00544966 -0.0203008
831 7.12529 9.83581 -3.96862 -0.0325559 -0.0167692 0.0146109 -0.0298016
832 4.28499 -13.4274 -6.01274 0.00202069 -0.0156632 0.0128563 -0.0186151
833 -10.5576 10.605 -7.04919 0.0181727 -0.0280675 -0.0318953 -0.0249768
834 3.2978 5.51105 -11.0752 0.00292173 -0.00136041 -0.00119181 -0.020405
835 3.52224 -8.05365 6.87907 0.000806475 0.0309865 0.00749132 -0.0258949
836 -9.65681 7.92419 -0.07377 0.00469254 -0.00160571 -0.013784 -0.0215332
837 -8.99362 0.70677 8.34282 -0.0122456 -0.00225493 -0.0311678 -0.0220135
838 -4.30504 12.8113 -8.40235 0.0100495 0.0107344 0.0151483 -0.0155157
839 14.6864 0.31518 -1.70136 0.0139964 -0.000718663 -0.0104504 -0.0107714
840 9.25321 -13.3626 -2.78227 0.00224973 -0.0208036 -0.00692002 -0.0176526
841 7.91894 10.6139 4.25962 -0.0207147 -0.0160591 -0.011233 -0.0183379
842 -6.83991 3.1531 3.32501 0.00224504 -0.00525755 -0.0326376 -0.0344511
843 5.75426 2.23881 -0.79904 -0.00388706 0.00656749 0.0155244 -0.0231252
844 7.53661 11.9728 10.5046 -0.00506032 -0.0103349 -0.00733215 -0.0281244
845 -0.92205 8.74579 -2.11232 -0.0322348 -0.017537 0.000755579 -0.0295375
846 6.488 0.42924 1.37371 0.00693727 -0.0060381 0.00316575 -0.0202239
847 11.969 12.3795 5.97848 0.0375257 -0.00288525 -0.0114748 -0.0185288
848 13.3371 8.10646 -5.83919 0.0183284 -0.010021 0.0175156 -0.0165227
849 9.15501 -9.03617 -10.6066 -0.007033 0.011249 0.0219007 -0.0273232
850 -9.1072 -9.4652 -0.2551 0.0113305 5.04341e-05 0.0112733 -0.0187953
851 -6.05111 -14.425 11.4603 0.00819757 -0.0485378 -0.00856861 -0.0232317
852 0.90676 -0.30234 -9.57107 0.0166982 -0.00985309 -0.00980755 -0.0279506
853 -10.139 4.84472 -1.43393 0.000853452 0.0245893 -0.010396 -0.025645
854 -4.4276 -15.1992 -7.93096 0.0215095 -0.0124701 0.0183058 -0.0223939
855 11.7092 -1.36779 2.02944 0.021566 -0.0145896 -0.0107984 -0.0324788
856 -10.8583 -2.32924 -10.2557 -0.0100829 -0.00306596 -0.00657912 -0.0183248
857 3.63276 -14.6678 -13.2557 -0.00478731 -0.00739609 -0.0133014 -0.0169256
858 -13.8082 4.91643 -15.1349 -0.0118083 -0.0210737 -0.0284761 -0.0141644
859 -4.63674 7.4056 9.08925 0.00462172 0.00147881 -0.0187281 -0.0301087
860 11.1162 -7.67167 -3.85323 0.00991498 -0.0143835 0.0024574 -0.0189196
861 -14.3837 -12.797 12.9852 -0.0260373 0.0176356 -0.00815414 -0.0275719
862 -1.51828 -14.1349 13.6763 0.0232838 0.00173476 0.040264 -0.0173215
863 13.2356 2.02901 -8.92198 0.0064494 -0.0134057 0.000520132 -0.0215173
864 6.38417 -10.1584 15.1554 -0.00125741 0.00917147 0.00979267 -0.0116934
865 1.01201 12.2267 0.89003 0.00674891 0.00421669 0.00729414 -0.0218156
866 0.79275 13.7425 12.8449 0.0192044 0.0387341 0.0156148 -0.0186304
867 12.8402 -14.1323 12.2304 0.00545938 -0.0193824 0.00813263 -0.015031
868 7.87167 -5.03738 10.3418 0.008145 0.00702919 -0.00250916 -0.0138185
869 6.39806 4.9903 0.13779 -0.00399055 -0.0145315 -0.0186379 -0.0258851
870 13.017 -2.50445 13.2036 -0.00389869 0.0195594 0.014315 -0.0151117
871 0.85619 -12.6987 -13.6021 0.000502372 0.000170874 -0.012103 -0.0185851
872 -2.48581 4.74131 12.7596 0.00213664 -0.0101589 -0.0103704 -0.0301041
873 -2.98062 6.92405 14.3141 -0.0116081 0.00489962 0.0202799 -0.020359
874 10.0227 9.47246 15.6913 -0.0119384 -0.00772655 0.0153522 -0.0096548
875 -13.2051 14.2826 1.00236 -0.00403615 0.0144881 0.000795675 -0.00778869
876 -14.0078 -2.42643 -9.50499 0.00122887 0.00810079 0.00669483 -0.017217
877 -0.7107 15.1608 -4.123 -0.014398 0.0245186 -0.0137891 -0.0134483
878 -0.88036 4.70504 -5.27229 -0.00163444 0.0176341 -0.0209117 -0.019661
879 14.748 9.26748 14.19 0.0542234 -0.0167867 -0.0231164 -0.0178922
880 6.74008 -0.26235 8.20197 0.000392693 0.0107047 0.00577525 -0.0195501
881 -14.3049 -8.49202 9.58905 -0.0240408 -0.00275354 0.00182943 -0.0138322
882 -10.585 -6.67758 6.1988 -0.00267609 0.0502729 -0.0198162 -0.0324577
883 -4.19305 -3.29966 -15.2113 0.0116736 0.029798 -0.0324516 -0.0148054
884 -0.73609 -14.1358 -9.92843 0.00358434 -0.00905387 0.0177075 -0.0231955
885 -6.76126 -15.8049 -8.7957 -0.0227593 -0.0225434 -0.0191841 -0.0160409
886 3.83238 9.62902 12.8924 -0.029092 -0.00243232 0.00646125 -0.0211202
887 -6.15664 -4.61773 2.15313 -0.00950172 0.00249981 0.00715949 -0.0186033
888 6.54694 -13.4292 -14.0739 0.00190002 0.00146612 -0.0390268 -0.014841
889 -12.8461 7.25625 -14.6093 0.0226862 0.0169597 -0.0212652 -0.0189391
890 -14.9309 2.51787 -0.63704 -0.0206545 0.0147914 -0.00230628 -0.012853
891 -8.71965 9.8916 11.8256 -0.00571653 -0.00380411 0.010253 -0.0204938
892 14.4636 6.61992 1.49034 0.0123299 -0.021728 0.0309598 -0.0180522
893 11.5015 -0.05659 -4.15548 0.00265066 -0.00313796 -0.00819218 -0.0146582
894 1.19432 -15.3957 -14.3537 -0.00659179 -0.0200731 -0.0378355 -0.0152947
895 -14.1159 -0.17697 -7.15757 -0.0467381 -0.0184576 -0.0116822 -0.0238328
896 13.9521 -13.6285 15.8701 0.0050505 -0.000864048 0.00682178 -0.00358724
897 -10.452 -3.14087 9.51771 0.017141 0.034246 -0.0183072 -0.0292427
898 -10.7731 -15.6809 15.094 0.00816373 -0.0138602 0.0125543 -0.00596424
899 -12.9656 9.81095 -5.6037 -0.00643347 -0.0100364 0.00698093 -0.0165483
900 -11.5592 -5.21118 -4.54441 -0.00616948 0.00613063 0.028257 -0.0236755
901 14.5186 -13.1493 -7.1177 0.0198082 0.00185013 -0.00582931 -0.0115664
902 -9.55781 -9.42075 9.09341 0.0110753 0.0106087 0.0174872 -0.0216385
903 -0.00866 -3.06699 3.06362 -0.00492405 0.00476138 -0.0151811 -0.0171329
904 6.58311 8.12478 9.96959 -0.0042697 -0.0236427 0.00448715 -0.0252578
905 0.85344 -0.04422 -12.5375 0.0132303 0.00129361 -0.00570219 -0.0257761
906 4.95539 -1.49017 -4.32787 0.00159898 -0.0198746 -0.00199717 -0.025456
907 9.58253 -15.8941 -7.15209 0.00465736 -0.0175857 0.0257784 -0.0100363
908 9.69618 12.4438 -7.42395 0.0081041 0.00744479 0.00504126 -0.0148311
909 3.2074 13.465 5.34526 -0.0199435 0.0457746 0.0176844 -0.0249026
910 8.74486 -3.83848 -12.8204 0.0341904 0.0192181 -0.009563 -0.0186532
911 -10.2634 -6.60926 0.14806 0.00984121 -0.00487728 -0.0106944 -0.0206377
912 0.50143 12.6684 -14.7169 -0.0246206 0.0150819 -0.0109721 -0.00977645
913 13.4351 12.0216 -2.80421 0.00970972 -0.000472286 0.0220571 -0.0143806
914 -10.6721 4.53077 15.0024 0.000417276 0.0138289 0.0112357 -0.0130051
915 -8.61273 -6.54746 7.76465 0.000817482 0.0136859 0.0110364 -0.0282108
916 -8.15767 -14.7891 -6.43273 0.0140906 0.00252829 0.015065 -0.0195769
917 12.1646 2.78112 -11.261 0.00324888 0.00684901 -0.0131969 -0.0246352
918 15.5199 8.14726 6.22062 0.0315859 -0.010566 -0.00206407 -0.0110305
919 8.91397 10.6553 13.2287 0.000266975 -0.00683829 -0.00715752 -0.0151468
920 -1.27001 -6.87073 2.21636 -0.00891889 0.00468601 0.00186085 -0.0210806
921 -11.0452 7.29713 -12.2666 -0.0256646 -0.0104455 0.0144637 -0.0176966
922 -11.4836 13.0332 -7.42621 -0.0132211 0.0319163 0.0161431 -0.0164746
923 13.5915 -4.84182 3.44776 0.0122482 0.0272947 0.0148404 -0.0187604
924 6.56108 -11.2622 3.25061 0.00449551 0.000579182 0.00852202 -0.0197031
925 -3.14563 9.09 -13.2873 0.00972907 0.0174403 -0.0204505 -0.0190237
926 -5.17189 14.4593 -1.51615 0.0137251 0.020067 -0.00188191 -0.0162074
927 0.40398 10.8023 3.34401 0.00535733 0.00189958 0.00505857 -0.0241959
928 1.31148 -4.29476 5.87198 -0.0162467 0.0184537 0.0190215 -0.0254662
929 0.43844 -3.01829 12.3595 0.0149178 0.0106575 -0.00562351 -0.0275118
930 3.5788 -10.4513 14.6027 -0.00228748 0.0224238 0.00278701 -0.0152606
931 5.76003 -1.14156 4.30298 -0.012111 0.00137535 -0.0170309 -0.025202
932 13.4024 -10.3676 -10.283 0.0206093 0.00248106 0.000857677 -0.0204118
933 8.36993 -0.2622 -12.2255 -0.0207655 -0.00792728 -0.0187496 -0.0282266
934 10.0885 4.62569 -8.32978 -0.00845685 -0.0251509 0.00257652 -0.0251997
935 -9.74233 4.01746 -4.51308 0.0140839 -0.00904531 0.00429768 -0.0197254
